V ,A_mean
10.0, 1.9343653686474427, 0.013936985795562478
10.989, 2.261570442119371, 0.005399292479572749
10.989, 2.1948355884247883, 0.0008340119367908364
12.014, 2.0600039452459256, 0.010575850152216473
12.014, 2.108693149727179, 0.007562781327886084
13.003, 2.3231980366026375, 0.013219228053232696
13.003, 1.9990573186575018, 0.005298510792512327
13.992, 2.1536370307868, 0.008700458645284091
13.992, 2.1982404278989978, 0.008427694174844078
14.981, 2.2986831923882995, 0.008879823089464452
14.981, 2.2840423826491802, 0.00402674152892514
16.007, 2.747100551142232, 0.006459032234021174
16.007, 2.2656562494884267, 0.004955961891428017
16.996, 2.2363746300101903, 0.0017973768870731652
16.996, 2.5319146963719317, 0.007536933464035535
17.985, 2.2939164171244, 0.007811120297440934
17.985, 2.5152309829482844, 0.006935906778987987
19.01, 2.364737078188045, 0.002283189659162822
19.01, 2.1730446157898156, 0.0028783818298964187
20.0, 2.3790374039797406, 0.01542721706823969
20.0, 2.4852683955752046, 0.01006224639059494
20.989, 2.2997046442305633, 0.008981723019547833
20.989, 2.35894885108188, 0.0026344452669654697
22.014, 2.349415300554082, 0.018820684584210823
22.014, 2.244546244748302, 0.0009303792655538663
23.003, 2.2339912423782398, 0.001990205612601503
23.003, 2.0474060391913342, 0.0021362937149135733
23.992, 2.157722838155855, 0.01256088922417747
24.029, 1.9105314923279473, 0.0027695950192911994
24.981, 1.9016789096949913, 0.007796264596856187
24.981, 1.9769258620751133, 0.0037401610161194414
26.007, 1.9115529441702113, 0.01120945689849025
26.007, 2.1522750949971137, 0.006092347942919605
26.996, 2.43623870714653, 0.00485075121347875
26.996, 2.0668136241943524, 0.004880533846947032
27.985, 1.98135215339159, 0.0038925521090449142
27.985, 2.0164219999759907, 0.006473375032365183
29.047, 2.150572675260008, 0.004315782335169555
29.047, 1.9813521533915912, 0.005923833614755688
30.036, 2.057280073666554, 0.010131709982934998
30.036, 2.139336704995103, 0.009578235657573373
31.025, 2.173044615789818, 0.00900492609332808
31.025, 2.1965380081618915, 0.002157891167584722
32.051, 2.29595932080893, 0.005622626178376297
32.051, 2.1529560628919575, 0.005369508496959496
33.04, 2.260548990277106, 0.003071283479483494
33.04, 2.2694015729100627, 0.009571778328624377
34.029, 2.389251922402382, 0.0014024742789311754
34.029, 2.4147882184589835, 0.00619892771018507
35.018, 2.091668952356111, 0.007588286530892514
35.018, 2.171342196052711, 0.015781348321028975
36.043, 2.2516964076441517, 0.002876367331692954
36.043, 2.287106738175975, 0.00033476112055706963
37.032, 2.1859830057918304, 0.001649386150359746
37.032, 2.0879236289344774, 0.0031106645238753736
38.021, 2.225819627640129, 0.010772250621827838
38.021, 2.217648012902015, 0.00435189456724089
39.047, 2.0565991057717117, 0.0031106645238753662
39.047, 2.1158433126230287, 0.009843853563676409
40.036, 2.2411414052740897, 0.0107101912353271
40.036, 2.2680396371203786, 0.0049360387384946285
41.025, 2.250674955801888, 0.0052024639881349715
41.025, 1.9810116694441695, 0.013601754850251668
42.051, 2.0644302365624023, 0.0034280269223535375
42.051, 2.229224467114342, 0.004127680402087044
43.04, 2.022550711029574, 0.0017844304264398453
43.04, 2.2128812376381166, 0.007185475219339603
44.029, 2.2581656026451578, 0.005623657001774286
44.029, 2.1509131592074273, 0.003477273057225541
45.018, 2.2050501068474246, 0.006259721210777123
45.018, 2.2064120426371114, 0.003562358216103521
46.043, 2.272465928436855, 0.00492467394048402
46.043, 2.30855722686352, 0.014831453652671977
47.032, 2.223776723955599, 0.010406599107628901
47.032, 2.2305864029040268, 0.004857120165788355
48.021, 2.3044714194944627, 0.018548928807938913
48.021, 2.6064806808572105, 0.015956677665332528
