V,A_mean,A_err
10.0, 2.1526155789445336, 0.003992044210236627
10.989, 1.6040959396487224, 0.002551737327070779
10.989, 1.5308918909531295, 0.001926068064854537
12.014, 1.0276566166643555, 0.00381990011419733
12.014, 0.9384498224399596, 0.0031575182322262493
13.003, 0.6092018452835027, 0.0007887673985552321
13.003, 0.6166924921267717, 0.0009324536923552839
13.992, 0.664700728713184, 0.0013098678990965786
13.992, 0.6813844421368309, 0.0023134541711152066
14.981, 1.1301422848381861, 0.0018451172461019841
14.981, 1.0620454953539138, 0.005884563486062682
16.007, 1.7671877504635538, 0.005089826948268897
16.007, 1.8815903567971324, 0.005057839091119964
16.996, 2.400487892667287, 0.003962897720050556
16.996, 2.352820140028297, 0.0045612989763281955
17.985, 2.8318810540501516, 0.0023334124488849674
17.985, 2.8107710493100293, 0.001607863116521664
19.01, 2.8168997603636123, 0.0007381516082230804
19.01, 2.8043018543090223, 0.002862226144789399
20.0, 2.4896946868916827, 0.003496666810840341
20.0, 2.4021903124043953, 0.0008546079254515337
20.989, 1.824729537577764, 0.005376700448343801
20.989, 1.709305479401923, 0.001969712633232199
22.014, 1.2115179482718923, 0.003727742074196588
22.014, 1.0688551743023416, 0.004585380470202233
23.003, 0.679341538452303, 0.0031384913187348365
23.003, 0.715092352931546, 0.0035296653414927585
23.992, 0.6667436323977121, 0.0009136143020178275
23.992, 0.6813844421368307, 0.002157891167584852
24.981, 0.9421951458615921, 0.0011275452063458184
24.981, 1.0681742064075006, 0.0008546079254521279
26.007, 1.6956861215050698, 0.0031843289801625554
26.007, 1.769911622042925, 0.005627778407239074
26.996, 2.4028712802992365, 0.0033872021221204064
26.996, 2.455646292149547, 0.0015022507777303828
27.985, 2.774679750883363, 0.002136293714913462
27.985, 2.857076866159332, 0.002769595019291157
29.01, 2.795449271676068, 0.003315131881119595
29.01, 2.81860218010072, 0.00186075853110723
30.036, 2.4130857987218777, 0.0038062186610648527
30.036, 2.402190312404394, 0.004842778244227847
31.025, 1.6214606209672116, 0.0015022507777302646
31.025, 1.5193154367408033, 0.0020277145988568967
32.014, 0.9799888640253658, 0.0038501292860562415
32.014, 0.8666077095340521, 0.00803546924995325
33.04, 0.6602744373967068, 0.0011479241785645905
33.04, 0.6524433066060166, 6.080941944488117e-17
34.029, 0.8247281840012249, 0.004299635098752006
34.029, 0.8941869092751833, 0.0041793162096263135
35.018, 1.3899315367206848, 0.0012181524026907017
35.018, 1.565621253590108, 0.007576819814226068
36.043, 2.095414275777746, 0.00522913586667309
36.043, 2.290171093702768, 0.0008791257720094474
