V ,A_mean
89.084, 2.6749179542889028, 0.0015970112729518746
89.084, 2.165553968946547, 0.014216852760361803
89.084, 1.8499253496869443, 0.004404850008591476
89.084, 1.5400849575335054, 0.003980896611611147
88.058, 2.1570418702610135, 0.004937604244001178
88.058, 2.0518323305078123, 0.008128942829017168
88.058, 1.9769258620751122, 0.006832340172287812
88.058, 1.930960529173229, 0.006298186124872208
87.069, 2.803620886414182, 0.0009136143020181458
87.069, 2.71577602797947, 0.002848693084839776
87.069, 2.617035683227272, 0.007960822450406219
87.069, 2.509102271894702, 0.011165416461210458
86.08, 3.40866086098194, 0.0008455160931557516
86.08, 3.6762812436551293, 0.012032948700774716
86.08, 3.5928626765368925, 0.0047845768970289195
86.08, 3.4028726338757758, 0.008269391794080334
85.054, 4.311624289543388, 0.005179013417543333
85.054, 4.388914145608039, 0.0031354116483640285
85.054, 4.367804140867915, 0.0034700420568790137
85.054, 4.340565425074206, 0.007333194837115505
84.065, 5.1107401141413265, 0.0012494724840838379
84.065, 5.103930435192896, 0.0007459629538844865
84.065, 5.089630109401201, 0.0009136143020175102
84.065, 5.176453515993648, 0.0005594722154133649
83.076, 5.5550716655262065, 0.0003347611205570697
83.076, 5.5363450484180285, 0.001969712633232071
83.076, 5.513873107888221, 0.0036011979151558417
83.076, 5.5026371376233145, 0.0009730139262558304
82.087, 5.535323596575765, 0.0027017925071770137
82.087, 5.54826198657778, 0.000854607925452128
82.087, 5.55575263342105, 0.0003347611205570697
82.087, 5.561540860527207, 0.004296038581937941
81.062, 5.0933754328228344, 0.00424400185871407
81.062, 5.00246621886133, 0.00506699908490411
81.062, 4.966374920434666, 0.002117215226060551
81.062, 5.180879807310126, 0.005260082128996704
80.073, 4.288130897171316, 0.006276982637469556
80.073, 4.0889477879298175, 0.0011479241785647698
80.073, 4.085542948455606, 0.006078377562354589
80.073, 4.114143600039, 0.007496061676207521
79.084, 3.078391431983219, 0.0010494420066348013
79.084, 3.097118049091394, 0.003132945732412051
79.084, 3.1604480633117653, 0.009432491060213828
79.084, 2.9830559267052346, 0.001603049144290754
78.058, 2.091328468408691, 0.005224700009067147
78.058, 1.9234698823299592, 0.0054196517401976585
78.058, 1.800214693363426, 0.002524331239006466
78.058, 1.8145150191551231, 0.005223590456084639
77.069, 1.1233326058897584, 0.0031335623933235997
77.069, 0.9234685287534198, 0.005089826948268905
77.069, 0.8291544753177027, 0.004201908518778492
77.069, 0.9748816048140454, 0.0023433278438989434
76.08, 0.5346358607982243, 0.0009303792655535424
76.08, 0.55063860632703, 0.00033476112055695314
76.08, 0.5581292531702988, 0.0013347086549279552
76.08, 0.5094400486890434, 4.0539612963254114e-17
75.054, 0.688194121085258, 0.0015035364012244373
75.054, 0.8100873742621059, 0.0019667676338778464
75.054, 0.7501621995159463, 0.002578852180429942
75.054, 0.8131517297888984, 0.0031181092840817577
74.065, 1.5758357720127472, 0.003809770422236022
74.065, 1.4679023606801773, 0.0016738056027853483
74.065, 1.5955838409631888, 0.003581830710960792
74.065, 1.4849265580512456, 0.0019706933216838015
73.076, 2.6544889174436217, 0.004360322032380829
73.076, 2.7651462003555625, 0.003268764116699734
73.076, 2.632697944808654, 0.004458476623673168
73.076, 2.8243904072068826, 0.011297535806742654
72.087, 3.989866959230202, 0.0015176063806443944
72.087, 4.0678377831896935, 0.0020133707644623164
72.087, 4.06170907213611, 0.004076812474881419
72.087, 4.111760212407052, 0.0023752670371938738
71.062, 4.985782505437687, 0.007485744333658775
71.062, 5.083841882295039, 0.0021578911675847524
71.062, 5.21765207363163, 0.002498944968166936
71.062, 5.2411454660037045, 0.0061227181281391495
70.036, 5.61023006500846, 0.002868295190431293
70.036, 5.55234779394683, 0.0018742087261254127
70.036, 5.626913778432114, 0.0035384129765725068
70.036, 5.557795537105575, 0.0024402669234735424
69.047, 5.383127272078416, 0.0050669990849043795
69.047, 5.286089347063329, 0.0036188601346860017
69.047, 5.217311589684213, 0.0021721701731174685
69.047, 5.292899026011755, 0.006622390895307509
68.021, 4.5611990230032475, 0.010684181558206015
68.021, 4.336139133757729, 0.012138463635955313
68.021, 4.436922382194453, 0.001503536401224719
68.021, 4.17679264636453, 0.010220002525161417
67.032, 3.2353545317444663, 0.002837820170795293
67.032, 2.962967373807375, 0.0030605700336523724
67.032, 2.8958920361653684, 0.009731926266899449
67.032, 2.8618436414232304, 0.001746121724072477
66.08, 1.6830882154504774, 0.009872273194269249
66.08, 1.679683375976267, 0.0009241280462832968
66.08, 1.6592543391309824, 0.004105150252092268
66.043, 1.4954815604213079, 0.0031477122513022806
65.054, 0.7413096168829907, 0.0036401539938609334
65.018, 0.7120279974047541, 0.001741689935900489
65.018, 0.7535670389901596, 0.006191754647267195
65.054, 0.6541457263431234, 0.0008455160931554578
64.029, 0.48696810815923347, 0.0008878735075848241
64.029, 0.5281666657972184, 0.0008455160931556961
64.029, 0.5094400486890434, 4.0539612963254114e-17
64.029, 0.5196545671116827, 6.080941944488117e-17
63.04, 1.0494475892993236, 0.010313160784587714
63.04, 1.0048441921871258, 0.0011546372426840216
63.04, 1.1274184132588145, 0.006328789736200705
63.04, 1.1464855143144117, 0.0029480221459917094
62.051, 2.1876854255289384, 0.000854607925452128
62.051, 2.337157878446914, 0.0032277207776054404
62.051, 2.4985472695246393, 0.0036011979151558565
62.051, 2.468925166098981, 0.008944861725298051
61.025, 3.796812561042288, 0.0016738056027848745
61.025, 3.9306227523788886, 0.0014391909149479292
61.025, 4.053877941345419, 0.0028891020972814986
61.025, 4.3443107484958405, 0.00759337729124705
60.073, 5.03174783833957, 0.005896044291983346
60.036, 5.09201349703315, 0.0011275452063452297
60.036, 5.378020012867096, 0.0029084318689553044
60.036, 5.198925456523461, 0.0040387194884200115
59.047, 5.6841150815988986, 0.0022378888616529408
59.047, 5.732123318185315, 0.002161469762361105
59.047, 5.726335091079151, 0.0032987723007193185
59.047, 5.612613452640412, 0.001639987862174291
58.021, 5.386532111552627, 0.003874142799235767
58.021, 5.305837416013764, 0.004105150252092088
58.021, 5.302773060486973, 0.005736590380862233
58.021, 5.297665801275654, 0.005289751710960431
57.032, 4.257827825850814, 0.011926500300990888
57.032, 3.9656925989632867, 0.0024779809457139497
57.032, 3.9170033944820304, 0.0023882467351221365
57.032, 3.8111128868339876, 0.005376700448343951
56.043, 2.7954492716760684, 0.0025660836479067506
56.043, 2.6286121374395983, 0.008238492073359882
56.043, 2.354522559765403, 0.00437315369429247
56.043, 2.311962066337733, 0.0013390444822279255
55.018, 1.1423997069453549, 0.004630665136126515
55.018, 1.0205064537685076, 0.006610710154412415
55.018, 1.0548953324580652, 0.004214305587732112
55.018, 0.8356236703187079, 0.0034025688240950174
54.029, 0.5002469821086678, 0.000738151608223277
54.029, 0.48662762421181205, 0.0007887673985552317
54.029, 0.4661985873665307, 0.0014983872888364642
54.029, 0.45802697262841824, 0.00033476112055695324
53.04, 0.77399607583544, 0.0005594722154131701
53.04, 0.879886583483485, 0.0013562491853511467
53.04, 0.84413576900424, 0.0020813198215260645
53.04, 0.9044014276978233, 0.0041514847155135004
52.051, 1.9850974768132255, 0.009853270517580755
52.051, 2.111757505253972, 0.004484403242432903
52.051, 2.2493130200122016, 0.0050807081109390745
52.051, 2.24114140527409, 0.0018482560925662586
51.025, 3.7419946455074533, 0.004049707921602736
51.025, 3.797493528937134, 0.0014723716429777443
51.025, 3.861164027104929, 0.0058327858399684915
51.025, 4.021872450287811, 0.008835979383552222
50.036, 5.006892510177812, 0.0038566477097789742
50.036, 5.250679016531505, 0.0025967714615019134
50.036, 5.325925968911625, 0.0011529626410157097
50.036, 5.305837416013767, 0.0013347086549284194
49.047, 5.811115593987063, 0.0015590546420406752
49.047, 5.810434626092221, 0.0013172226334826286
49.047, 5.672198143439154, 0.0009241280462826539
49.047, 5.771959940033612, 0.0030982168367942042
48.021, 5.379041464709359, 0.005162197787901584
48.021, 5.323542581279675, 0.008116811669372595
48.021, 5.267703213902574, 0.005699081568071499
48.021, 5.194839649154405, 0.0034437725356943195
47.032, 4.390616565345144, 0.006194250567814807
47.032, 4.0538779413454185, 0.0028891020972816937
47.032, 3.6561926907572673, 0.003227720777605592
47.032, 3.855375799998765, 0.0013347086549284194
46.043, 2.548938893743, 0.00708228436194188
46.043, 2.446793709516591, 0.005560079578606141
46.043, 2.0756662068273077, 0.013732383551833026
46.043, 1.9850974768132255, 0.012102595984045027
45.018, 1.017442098241715, 0.004437626267985666
45.018, 0.9340235311234807, 0.001498387288836202
45.018, 0.7481192958314181, 0.0034883684046852653
45.018, 0.734840421881985, 0.0037277420741966445
44.029, 0.4273834173604951, 0.0013172226334828806
44.029, 0.4049114768306859, 0.0007887673985552321
44.029, 0.40320905709357935, 0.0009136143020178277
44.029, 0.5176116634271549, 0.0007459629538842272
43.04, 1.0937105024641018, 0.0019499952936389536
