V ,A_mean
10.0, 1.8036195328376403, 0.003608166080174098
10.989, 1.6391657862331226, 0.007070270300090668
10.989, 1.5325943106902356, 0.004002195334987934
12.014, 1.499226883842942, 0.0013054351692978518
12.014, 1.6578924033412952, 0.0012448247092007672
13.003, 1.4638165533111198, 0.0027528009583191915
13.003, 1.6122675543868348, 0.00265853796567484
13.992, 1.794766950204684, 0.007898689440663772
13.992, 1.6200986851775263, 0.00734898667545395
14.981, 1.6439325614970213, 0.008463383576362886
14.981, 1.80396001678506, 0.0051396913686049765
16.007, 1.741310970459531, 0.004296038581937959
16.007, 1.8104292117860663, 0.006969255349075582
16.996, 1.7940859823098414, 0.010731277679719013
16.996, 1.6708307933433084, 0.003734474127602412
17.985, 1.7542493604615401, 0.0009303792655534151
17.985, 1.8206437302087068, 0.004071121249480141
19.01, 1.9881618323400176, 0.003182508149566523
19.01, 1.6759380525546288, 0.003742226832910845
20.0, 1.8553730928456866, 0.0120348754111896
20.0, 1.7304154841420472, 0.007804933858510121
20.989, 1.7365441951956302, 0.0015775347971108222
20.989, 2.0014407062894515, 0.0019814488600251355
22.014, 1.7811475923078297, 0.002958490078249059
22.014, 1.8230271178406559, 0.0017757470151696666
23.003, 1.903721813379519, 0.007670340873403342
23.003, 1.8550326088982647, 0.0054035850143539415
23.992, 1.7225843533513565, 0.0020813198215256373
23.992, 1.6824072475556358, 0.0021578911675847715
24.981, 1.8397108312643038, 0.002293322207429378
24.981, 1.7722950096748733, 0.003138491318735075
26.007, 1.910531492327947, 0.008721751799801813
26.007, 1.87103535442707, 0.0036401539938611524
26.996, 1.9357273044371277, 0.007696493839286138
26.996, 1.6146509420187822, 0.004317572744844343
27.985, 1.8608208360044283, 0.0031994622703322264
27.985, 1.792724046520156, 0.0020133707644623302
29.01, 1.739608550722424, 0.005930353354363452
29.01, 1.8277938931045563, 0.0023556633976903273
30.036, 2.067154108141774, 0.003627392678531045
30.036, 1.822686633893235, 0.0026672449910563212
31.025, 1.98611892865549, 0.005670531600111942
31.025, 2.0048455457636636, 0.009092897773520974
32.051, 1.7736569454645605, 0.0013347086549284196
32.014, 1.862523255741534, 0.0010475992624451758
33.04, 1.9360677883845494, 0.0030957212932260394
33.04, 1.9394726278587628, 0.005615405116182191
34.029, 1.9803307015493274, 0.0019853455183814106
34.029, 1.948325210491719, 0.005609897115723372
35.018, 1.8206437302087075, 0.010598662428298112
35.018, 2.087923628934477, 0.006526879822730056
36.043, 2.195857040267049, 0.003450498660336477
36.043, 2.005866997605929, 0.0033273487812565798
37.032, 2.0382129726109572, 0.005325790074204971
37.032, 2.138996221047681, 0.012264355930108163
38.021, 1.9210864946980097, 0.0007459629538839676
38.021, 2.0157410320811486, 0.004510180825382234
39.047, 1.9551348894401457, 0.0032205294115730167
39.047, 2.0531942662974974, 0.003594753774146904
40.036, 1.8597993841621643, 0.005127647552711819
40.036, 2.2428438250111964, 0.0025547643000534016
41.025, 2.1505726752600065, 0.002738021656817924
41.025, 1.9639874720731019, 0.0034252075889359564
42.051, 1.8836332604816597, 0.001649386150359613
42.051, 2.1549989665764837, 0.0022249004242627032
43.04, 2.040936844190328, 0.005655177685112202
43.04, 1.9530919857556184, 0.0013900198946513356
44.029, 2.2510154397493083, 0.004458909969314745
44.029, 2.2997046442305638, 0.006791495527591007
45.018, 2.0317437776099516, 0.009330544134537965
45.018, 2.0470655552439134, 0.00571228840601736
46.043, 2.1035858905158613, 0.002763309207335782
46.043, 2.079411530248942, 0.010627790690798665
47.032, 2.120269603939506, 0.0026874516813399697
47.032, 2.0191458715553616, 0.0017626416920359543
48.021, 1.9054242331166267, 0.010695026610794913
48.021, 2.059663461298502, 0.0024402669234734674
49.047, 1.9496871462814038, 0.008242243663751673
49.047, 1.9112124602227916, 0.0011479241785649903
50.036, 1.930960529173226, 0.0006950099473259388
50.036, 1.9234698823299592, 0.008152914012152429
51.025, 1.8523087373188944, 0.007072456192954854
51.025, 1.8958906825888293, 0.0031181092840818552
52.051, 1.891804875219773, 0.0058842351338885225
52.051, 2.047406039191334, 0.00291639291998412
53.04, 1.9313010131206505, 0.0038641553044060657
53.04, 1.8458395423178873, 0.0022109619915420455
54.029, 1.9534324697030403, 0.0008986884435362385
54.029, 1.763101943094496, 0.00082469307518001
55.018, 1.9261937539093286, 0.0015340681746804836
55.018, 1.960582632598887, 0.012601893073513797
