V,A_mean,A_err
10.0, 4.5329388553672745, 0.012815500983201052
10.989, 3.0034849635505187, 0.012277110227581968
10.989, 2.720542803243368, 0.002669417309856136
12.014, 1.4100200896185466, 0.0012815350215260154
12.014, 1.1866626201101316, 0.005880622049929876
13.003, 0.49241585131797583, 0.0015478606466132322
13.003, 0.451217293679992, 0.0008546079254518309
13.992, 0.4661985873665312, 0.0024873201029826744
13.992, 0.4668795552613731, 0.001741689935900674
14.981, 1.4896933333151434, 0.002569845684302477
14.981, 1.765144846779026, 0.0030807055799889826
16.007, 3.232630660165094, 0.005790229606519264
16.007, 3.4924199120475934, 0.003586682316224327
16.996, 4.930964589902845, 0.004927811675074656
16.996, 5.163174642044217, 0.010567077151824457
17.985, 6.184966968255719, 0.004705171146052573
17.985, 6.225144074051445, 0.006649178727244266
19.01, 6.492764456724634, 0.0012448247092005
19.01, 6.42160331171357, 0.0012181524026903309
20.0, 5.768555100559394, 0.005872402228112936
20.0, 5.553709729736517, 0.006603691792542185
20.989, 4.349418007707159, 0.016349848657006116
20.989, 4.075328430032965, 0.004038719488420107
22.014, 2.23365075843082, 0.01291507272098025
22.014, 2.036851036821272, 0.010988017148546947
23.003, 0.8318783468970731, 0.007936757986483146
23.003, 0.7658244610973288, 0.0029427742163368213
23.992, 0.36371291919269955, 0.0008246930751797234
23.992, 0.389249215249303, 0.0011479241785648602
24.981, 0.8458381887413498, 0.0043050242403268055
24.981, 1.1829172966884978, 0.0040267415289248765
26.007, 2.407978539510557, 0.0016493861503595118
26.007, 2.819964115890404, 0.003773078359358644
26.996, 4.380742530869926, 0.009411163546397913
26.996, 4.633722103803998, 0.007623850468171167
27.985, 5.989529182435862, 0.005135554492724738
27.985, 6.169304706674339, 0.0032426515667832753
29.01, 6.4515658990866465, 0.002634445266965693
29.047, 6.404238630395083, 0.0017593501080396718
30.036, 5.666409916332992, 0.0019099500570985584
30.036, 5.209480458893521, 0.0026256294744799406
31.025, 3.802260304201033, 0.003025648996011283
31.025, 3.2380784033238372, 0.0016493861503598373
32.014, 1.6119270704394133, 0.004837588767636996
32.051, 1.2564618293315095, 0.0027966702853342213
33.04, 0.4733487502623791, 0.0009303792655538658
33.04, 0.4032090570935787, 0.0023882467351217843
34.029, 0.6347381413401049, 0.007108426380180874
34.029, 0.8526478676897762, 0.004296038581938051
35.018, 2.230245918956606, 0.005021032010713848
35.018, 2.3889114384549606, 0.0037914687771369564
36.043, 4.368825592710179, 0.001369010828408982
36.043, 4.616357422485511, 0.011074193500177165
37.032, 5.906110615317626, 0.005663371619887804
37.032, 6.092014850609691, 0.001422989375325537
38.021, 6.420581859871306, 0.001092736006568408
38.021, 6.349761198807659, 0.004161246912412196
39.047, 5.432837928401934, 0.004886863984298752
39.047, 5.144448024936042, 0.0011479241785649903
40.036, 3.536001857317528, 0.005189448976173994
40.036, 3.049450296452402, 0.02218813133992881
41.025, 1.553023347535517, 0.004570185868689512
41.025, 1.3276229743425765, 0.003206700882006062
42.051, 0.485606172369548, 0.0010023576008161975
42.051, 0.4209142223594891, 0.00200471520163255
43.04, 0.780124786889026, 0.0027973610770663133
43.04, 1.0188040340314006, 0.0013390444822282787
44.029, 2.3749515966106842, 0.005542328488917547
44.029, 2.674917954288905, 0.009174131304700421
45.018, 4.526469660366269, 0.0063321471036139046
45.018, 4.634062587751417, 0.005327241045509338
46.043, 6.087588559293213, 0.0020626696262791597
46.043, 6.137299215616733, 0.003713721123769445
47.032, 6.355549425913826, 0.0013900198946512968
47.032, 6.2745142464275405, 0.002388246735121731
48.021, 5.253062404163455, 0.0041589246582481795
48.021, 4.881253933579328, 0.009299638249142716
49.047, 3.1080135354088774, 0.005607141086514765
49.047, 2.8672913845819745, 0.001187633518596835
50.036, 1.3974221835639558, 0.001172900072026576
50.036, 1.141378255103091, 0.007039596531581745
51.025, 0.4607508442077887, 0.000788767398555232
51.025, 0.4270429334130746, 0.0004651896327769331
52.051, 0.8962298129597126, 0.0009303792655536697
52.051, 1.3660976604011892, 0.005044067910874975
53.04, 2.6953469911341865, 0.00250203581037296
53.04, 3.1648743546282443, 0.009743831253735579
54.029, 4.764808423561225, 0.004781345166233261
54.029, 5.184965614679184, 0.007364744652253887
55.018, 6.171688094306293, 0.001303954244068654
55.018, 6.25408520958226, 0.0026197357981935024
56.043, 6.106996144296231, 0.0041700596839548
56.043, 5.829501727147825, 0.0011876335185971518
57.032, 4.683432760127517, 0.0014828326742978076
57.032, 4.491740297729291, 0.01175269835503773
58.021, 2.7208832871907864, 0.007745542091985515
58.021, 2.4501985489908047, 0.0045170300029427745
59.047, 0.9030394919081384, 0.0028378201707954524
59.047, 0.7110065455624898, 0.0019220512344866247
60.036, 0.46824149105105817, 0.0011275452063456107
60.036, 0.6241831389700424, 0.002994839718172044
61.025, 1.3885696009309993, 0.005488730778145753
61.025, 1.6316751393898512, 0.0019099500570987835
62.051, 3.290853415174149, 0.009048805314647333
62.051, 3.632699298385194, 0.00531162233225523
63.04, 5.2401240141614425, 0.003992044210236962
63.04, 5.598994094743558, 0.0016633840207174824
64.029, 6.176795353517613, 0.0022109619915420824
64.029, 6.2704284390584855, 0.002407585081068054
65.018, 6.0988245295581205, 0.0010100386142988754
65.018, 5.751190419240907, 0.0010856402431706892
66.043, 4.485611586675704, 0.004837588767637178
66.08, 4.117548439513214, 0.006179259922300939
67.032, 2.7297358698237426, 0.004399583147391016
67.032, 2.119588636044664, 0.005787893288745504
68.021, 1.1492093858937822, 0.0030637249360816405
68.021, 0.9309591755966896, 0.0061085009043926365
69.047, 0.526464246060111, 0.0013039542440684885
69.047, 0.5530219939589787, 0.0014391909149480487
70.036, 1.277912318019057, 0.009566124590193535
70.036, 1.6269083641259523, 0.0013274508052899259
71.062, 2.893168164585997, 0.006450950396144849
71.062, 3.403213117823197, 0.006243959464577332
72.087, 4.979313310436681, 0.001237039612769741
72.087, 5.358612427864079, 0.005655177685112269
73.04, 6.08963146297774, 0.0008546079254521282
73.076, 6.164878415357865, 0.0016210278277184063
74.029, 6.028344352441895, 0.004004125964784542
74.065, 5.8591238305734805, 0.0030045015554608302
75.054, 4.666408562756447, 0.007341884551625296
75.054, 4.3909570492925685, 0.006278213780491661
76.08, 2.53906485926778, 0.012677255782285799
76.08, 2.250674955801888, 0.004299635098751947
77.069, 1.1757671337926483, 0.004271230550283297
77.069, 0.947983372967758, 0.006757269731739461
78.058, 0.5605126408022478, 0.0
78.058, 0.5996682947557047, 0.0012815350215262724
79.084, 1.19619617063793, 0.004216597341443027
79.084, 1.4900338172625656, 0.0035384129765724144
80.073, 2.87376057958298, 0.005377778411488073
80.073, 3.359971656500684, 0.012620278376885435
81.062, 4.804645045409522, 0.006347081074158696
81.062, 4.954798466222344, 0.0027408429060538
82.087, 5.930284975584544, 0.0015340681746808887
82.087, 6.121977437982767, 0.002295848357129601
83.076, 6.0535401645510785, 0.0013347086549278637
83.076, 5.898960452421774, 0.002477980945713918
84.065, 5.1699843209926435, 0.001731676943682535
84.065, 4.83222424515065, 0.0017626416920362292
85.054, 3.379379241503701, 0.004605561959851716
85.054, 2.9810130230207093, 0.008332934503637484
86.08, 1.717136610192614, 0.0070387730745928015
86.08, 1.3078749053921377, 0.005799898611531633
87.069, 0.7276902589861365, 0.0017012844120475286
87.069, 0.634738141340105, 0.0008246930751797237
88.058, 0.8553717392691471, 0.004326513679548992
88.058, 0.9193827213843632, 0.00627328775872065
89.084, 1.9163197194341097, 0.0034025688240949792
89.084, 2.3844851471384825, 0.0019069127638062873
90.073, 3.7692333613011604, 0.01056853982428669
90.073, 4.005188736864164, 0.008377335201602156
91.062, 5.430114056822561, 0.0031550695942215226
91.062, 5.532940208943812, 0.0017626416920360005
92.087, 6.135256311932203, 0.0019069127638063899
92.087, 6.1420659908806305, 0.0010420514780138002
93.076, 5.687519921073111, 0.0016633840207179419
93.076, 5.528173433679914, 0.0011120159157215017
94.065, 4.437603350089294, 0.0013347086549281597
94.065, 3.983397764229198, 0.0063214583815980946
95.054, 2.8679723524768166, 0.010465105214055808
95.091, 2.448496129253698, 0.001931077353066864
96.117, 1.2673573156489968, 0.0007459629538844861
96.08, 1.0569382361425925, 0.0018398739355694788
97.069, 0.6933013802965785, 0.0009630340324272685
97.069, 0.6939823481914211, 0.0004651896327769331
98.058, 0.9234685287534196, 0.0013390444822279257
98.058, 1.2227539185367962, 0.0089189031842989
99.12, 2.414107250564141, 0.004951281303047231
99.12, 2.57175131822023, 0.00211812762223575
100.1, 3.703179475501416, 0.010792141675207034
99.12, 3.181217584104468, 0.0037817738676865576
99.12, 3.1563622559427102, 0.003463353887365262
98.058, 2.256122698960631, 0.0
98.058, 2.0232316789244185, 0.006556416039412396
97.069, 1.3197918435518847, 0.007098634405314053
97.069, 1.4413446127813097, 0.0018451172461018156
96.117, 0.7899988213642455, 0.0011529626410160033
96.08, 0.7852320461003469, 0.000680967894842747
95.091, 0.698749123455321, 0.0009303792655538663
95.091, 0.6926204124017357, 0.0004651896327767712
94.065, 0.9742006369192038, 0.0019109614154205034
94.065, 1.0344662956127828, 0.003215726233043815
93.076, 1.6023935199116144, 0.007444072421724527
93.076, 1.854351641003422, 0.0016210278277180256
92.087, 2.8131544369419763, 0.008650347435213966
92.087, 2.9939514130227205, 0.008582402031689614
91.062, 4.112781664249315, 0.006939248847980208
91.062, 4.0906502076669256, 0.00796470483173946
90.073, 5.174070128361699, 0.005642864473655968
90.073, 5.1836036788895, 0.0016399878621740148
89.084, 5.890448353736242, 0.001395568898330695
89.084, 5.8594643145209, 0.0014189100853980122
88.058, 6.064095166921137, 0.0012181524026908606
88.058, 6.065457102710828, 0.000465189632776933
87.069, 5.880233835313601, 0.002065477891196062
87.069, 5.674241047123681, 0.0008986884435362387
86.08, 4.905768777793667, 0.0052438949585901645
86.08, 4.71203341171091, 0.00295587657060276
85.054, 3.735525450506445, 0.004841182074690601
85.054, 3.418875379404579, 0.016421659973083536
84.065, 2.3177502934438965, 0.0034212566189924603
84.065, 2.0984786313045394, 0.003872646317058437
83.076, 1.145804546419566, 0.0010927360065689765
83.076, 1.191429395374031, 0.0009241280462832968
82.087, 0.6395049166040041, 0.0015176063806443835
82.087, 0.6241831389700417, 0.001244824709200886
81.062, 0.741309616882991, 0.001374644641629832
81.062, 0.832899798739338, 0.005034866198297461
80.073, 1.4580283262049583, 0.00410656200782332
80.073, 1.7440348420389007, 0.0033957477637953657
79.084, 2.9517314035424707, 0.01356263431591401
79.084, 2.97386286012486, 0.010482630235283903
78.058, 4.305495578489805, 0.006715105402528758
78.058, 4.538386598526017, 0.004216597341443175
77.069, 5.502637137623313, 0.0022109619915421006
77.069, 5.583672317109601, 0.003325025213388483
76.08, 6.09950549745296, 0.0017316769436828113
76.08, 6.10188888508491, 0.0015035364012243972
75.054, 5.976250308486431, 0.0010100386142983643
75.054, 5.924837232425804, 0.00405971486353515
74.065, 5.194499165206977, 0.001691032186310963
74.065, 5.007232994125229, 0.0015478606466134057
73.076, 3.924494041325302, 0.004576523083476754
73.076, 3.4498594186199245, 0.005792898530194576
72.087, 2.340903201868549, 0.009264042014679293
72.087, 2.0841783055128427, 0.006389557234116436
71.062, 1.2094750445873632, 0.0033614348481591683
71.062, 1.0079085477139176, 0.00371111883830932
70.036, 0.5608531247496692, 0.0003347611205569531
70.073, 0.5605126408022478, 0.0
69.084, 0.8877177142741777, 0.0017012844120476488
69.047, 0.9047419116452446, 0.003341256255795329
68.058, 1.7886382391510987, 0.0061227181281391955
68.021, 2.0436607157696995, 0.015456621217624731
67.032, 3.527489758631994, 0.001577534797110454
67.032, 3.640530429175886, 0.0022447852997626496
66.08, 4.93675281700901, 0.006872098662459773
66.08, 5.245231273372767, 0.0013172226334831022
65.054, 5.965014338221521, 0.0013054351692977338
65.054, 6.0637546829737206, 0.0038726463170582716
64.029, 6.116529694824027, 0.00106950266107929
64.029, 6.028344352441898, 0.0035104538953543802
63.04, 5.37904146470936, 0.004591696714258981
63.04, 5.071924944135291, 0.011866569799760225
62.051, 3.7968125610422914, 0.006828096921590223
62.051, 3.694326892868462, 0.01214721517571988
61.025, 2.371887241083893, 0.009765817220260768
61.025, 2.095073791830325, 0.0032545468802684086
60.036, 0.9156373979627268, 0.0019069127638061257
60.036, 0.8992941684865037, 0.0013690108284088933
59.047, 0.5118234363209926, 0.0007887673985552318
59.047, 0.5199950510591047, 0.0010195585100668523
58.021, 1.0511500090364287, 0.00033476112055706985
58.021, 1.1536356772102598, 0.00571634590983627
57.032, 2.569708414535702, 0.0030128500850129017
57.032, 2.6088640684891593, 0.010839303480395508
56.043, 3.9844192160714607, 0.00688417790175602
56.043, 4.32388171165056, 0.004378452347723451
55.018, 5.49140116735841, 0.0014391909149481228
55.018, 5.770598004243925, 0.001172900072026127
54.029, 6.235018108526661, 0.0020277145988573464
54.029, 6.172028578253713, 0.0008986884435368638
53.04, 5.919389489267062, 0.0017681140482386742
53.04, 5.655173946068083, 0.0028763673316929404
52.051, 4.511147882732307, 0.0038425942877336576
52.051, 4.189731036366542, 0.009998292419250671
51.025, 2.3582678831870396, 0.0
51.025, 2.2690610889626415, 0.006583472325334791
50.036, 0.9885009627108997, 0.00760354858680001
50.036, 0.8247281840012242, 0.0023458001440524964
49.047, 0.46109132815521003, 0.0008246930751797234
49.047, 0.49241585131797533, 0.001211791250059562
48.021, 1.1635097116854787, 0.0032829197835748712
48.021, 1.3599689493476044, 0.0015921644900815863
47.032, 2.9146186532735423, 0.005044067910875131
47.032, 3.467564583885834, 0.008362330111280342
46.043, 4.749486645927261, 0.0022764095709664352
46.043, 5.1417241533566695, 0.0019706933216841493
45.018, 6.1335538921950965, 0.005086789152147526
45.018, 6.197905358257735, 0.002224900424262758
44.029, 6.1042722727168615, 0.005954738802310222
44.029, 6.043325646128438, 0.0050886879872398035
43.04, 4.887723128580333, 0.0038666545966305923
43.04, 4.4958261050983435, 0.0023556633976903794
42.051, 3.1992632333178013, 0.005454831962207368
42.051, 2.6807061813950677, 0.0034950087058815355
41.025, 1.2295635974852233, 0.002245645865368256
41.025, 1.0613645274590717, 0.006175506575170451
40.036, 0.4331716444666586, 0.0011529626410159987
40.036, 0.4263619655182317, 0.0006339466097123854
39.047, 0.9105301387514086, 0.0023059252820319676
39.047, 1.2905102240736475, 0.006047465226098891
38.021, 2.542810182689416, 0.006512654858875667
38.021, 3.013699481973159, 0.004282073547761044
37.032, 4.667770498546134, 0.0061917546472672925
37.032, 5.044686228341582, 0.006911069324067904
36.043, 5.978293212170957, 0.0024363048053811644
36.043, 6.229910849315338, 0.00033476112055706985
35.018, 6.119594050350823, 0.005201349691762452
35.018, 6.034813547442903, 0.002965665348596267
34.029, 4.743357934873676, 0.0026701410233872756
34.029, 4.334777197968044, 0.003148326019905699
33.04, 2.6643629519188416, 0.0018325080967029049
33.04, 2.4195549937228833, 0.0017361342919668924
32.051, 1.0235708092953002, 0.0018855147217273689
32.051, 0.7532265550427395, 0.0006339466097123859
31.025, 0.3998042176193662, 0.0008246930751797231
31.025, 0.46722003920879446, 0.0015022507777304635
30.036, 1.3589474975053408, 0.007599481702194516
30.036, 1.624865460441424, 0.003834036721220363
29.047, 3.2547621167474836, 0.005019877440811463
29.047, 3.79408868946292, 0.005289751710960496
27.985, 5.38482969181552, 0.0021071527938661978
27.985, 5.56085989263237, 0.0014229893753251216
26.996, 6.300731510378985, 0.0014828326742982682
26.996, 6.326608290383011, 0.002395516909428132
26.043, 5.603760870007459, 0.0035032913828874543
26.007, 5.410706471819547, 0.0010856402431707267
24.981, 3.892148066320272, 0.004031057694489597
24.981, 3.2806388967515057, 0.003671863251256179
24.029, 1.881930840744553, 0.003318044746878768
23.992, 1.3242181348683622, 0.005851637066667382
23.003, 0.487649076054076, 0.0006339466097121648
23.003, 0.40184712130389383, 0.0011529626410159985
22.014, 0.7246259034593444, 0.0032634399113649626
22.014, 1.1383138995762987, 0.006770124681655489
20.989, 2.7202023192959452, 0.007578094750682732
20.989, 2.969096084860959, 0.0014763032164464881
20.0, 4.7345053522407206, 0.0012260574330987908
20.0, 5.090311077296045, 0.002394710202245795
19.01, 6.233656172736975, 0.0028730066957382665
19.01, 6.312988932486152, 0.002157891167584772
17.985, 5.882957706892972, 0.000465189632776933
17.985, 5.720206380025563, 0.004735869382676846
16.996, 4.392999952977096, 0.00982577917554239
16.996, 4.057623264767055, 0.008135832872255055
16.007, 2.0188053876079395, 0.007185475219339463
16.007, 1.512505757792377, 0.001118944430826297
14.981, 0.476753589736593, 0.00503640098455402
14.981, 0.4273834173604958, 0.000758803190322222
13.992, 0.7072612221408553, 0.0014024742789308842
13.992, 0.9231280448059981, 0.006562601755765893
13.003, 2.397764021087916, 0.00712146140282831
13.003, 3.1195899896212023, 0.002581098893950751
12.014, 4.976929922804731, 0.0053072554181170005
12.014, 5.28166305574685, 0.0008878735075850785
10.989, 6.25068037010805, 0.0010695026610792902
10.989, 6.327970226172695, 0.0010195585100670158
10.0, 5.9306254595319645, 0.006070425522577512
10.0, 5.520682786836645, 0.0033568332924796425
