V ,A_mean
10.0, 0.5618745765919332, 0.000633946609712165
10.989, 0.37597034129986984, 0.001172900072026393
10.989, 0.41648793104301135, 0.001472371642977966
12.014, 0.980329347972787, 0.003951667900448396
12.014, 1.0743029174610836, 0.0034437725356943885
13.003, 2.37393014476842, 0.0013390444822282785
13.003, 2.7130521564000962, 0.005162197787901644
13.992, 4.143084735569818, 0.0015176063806440789
13.992, 4.631338716172048, 0.007039596531581797
14.981, 5.793410428721154, 0.0011941233675611892
14.981, 5.841078181360146, 0.005415371940841003
16.007, 6.33648232485823, 0.0016493861503600203
16.007, 6.306860221432568, 0.0017811791080517185
16.996, 5.75663816239965, 0.0011941233675611894
16.996, 5.500594233938785, 0.003138491318734895
17.985, 4.213905396633458, 0.0019460278525124896
17.985, 3.939475335011841, 0.0015528457179621695
19.01, 2.26940157291006, 0.0009809247387791542
19.01, 2.1376342852579957, 0.0032515771316066226
20.0, 0.9490048248100209, 0.001954943272397032
20.0, 0.6735533113461397, 0.0019220512344867574
20.989, 0.356562756296852, 0.00033476112055695314
20.989, 0.36371291919270005, 0.001172900072026299
22.014, 0.935385466913167, 0.006280982969972961
22.014, 1.2142418198512626, 0.002637377316027791
23.003, 2.5383838913729377, 0.006766699082845248
23.003, 2.836988313261472, 0.003903951980464739
23.992, 4.679346952758458, 0.001906912763805852
23.992, 4.883977805158696, 0.002845978750650408
24.981, 5.970121597432844, 0.003988170318775736
24.981, 5.961269014799886, 0.0015176063806446628
26.007, 6.201310197731947, 0.0012448247092010465
26.007, 6.211865200102011, 0.004083915353502612
26.996, 5.260212567059303, 0.0024243796001240394
26.996, 4.971141695698568, 0.00865927728938825
27.985, 3.4352186088808043, 0.002533499542452273
27.985, 3.0089327067092606, 0.006243959464577326
29.01, 1.3872076651413157, 0.0024989449681670317
29.01, 1.3552021740837064, 0.005082229053380539
30.036, 0.40763534841005644, 0.0014024742789306877
30.036, 0.37154404998339147, 0.0009324536923556083
31.025, 0.7293926787232425, 0.0017182355222442726
31.025, 0.9374283705976963, 0.0019470204707110268
32.051, 2.4004878926672872, 0.004636919695462041
32.051, 2.569708414535704, 0.006444957315701931
33.04, 4.290173800855843, 0.0027124983707026208
33.04, 4.624529037223622, 0.00974680522840676
34.029, 5.846185440571466, 0.00967517753527422
34.029, 6.086907591398371, 0.0008986884435365856
35.018, 6.205396005101006, 0.0011275452063458187
35.018, 6.150918573513591, 0.0008546079254515332
36.043, 5.236378690739807, 0.002343327843899176
36.043, 5.026300095180827, 0.0016257885658033772
37.032, 3.191091618579689, 0.007624610737137888
37.032, 2.9874822180217135, 0.0058499858809164685
38.021, 1.426703803042192, 0.006467402731958875
38.021, 1.1648716474751655, 0.011667062244425165
39.047, 0.41308309156879736, 0.000924128046282975
39.047, 0.39469695840804553, 0.0009241280462832427
40.036, 0.7855725300477671, 0.002283189659163049
40.036, 1.1284398651010794, 0.007561503809451159
41.025, 2.5039950126833808, 0.013712107689414001
41.025, 2.944581240646621, 0.005648340325962021
42.051, 4.586054351165008, 0.004701884837884123
42.051, 4.915642812268886, 0.0027017925071769963
43.04, 5.901684324001149, 0.0014723716429778213
43.04, 6.114486791139499, 0.001356249185350957
44.029, 6.058987907709818, 0.0022144548246699216
44.029, 5.877169479786816, 0.00542107758914105
45.018, 4.851972314101092, 0.0016493861503594695
45.018, 4.514893206153942, 0.009407878099083137
46.043, 2.6837705369218594, 0.004078234040267165
46.043, 2.3681419176622556, 0.0003347611205568368
47.032, 0.9898628985005862, 0.004826792796273957
47.032, 0.769569784518963, 0.0014229893753250418
48.021, 0.40661389656779245, 0.0004651896327767713
48.021, 0.52135698684879, 0.0008455160931556964
49.047, 1.4675618767327565, 0.002227504170530561
49.047, 1.7791046886233008, 0.004622312558734832
50.036, 3.3303495530750253, 0.005363747992689426
50.036, 3.9357300115902074, 0.011928444205214588
51.025, 5.233995303107858, 0.00339574776379569
51.025, 5.4985513302542595, 0.001042051478013186
52.051, 6.225144074051439, 0.0010420514780136786
52.051, 6.17611438562277, 0.00208131982152573
53.04, 5.635085393170222, 0.0022789544678719032
53.04, 5.283705959431378, 0.003142797787335122
54.029, 3.99190986291473, 0.0031181092840818075
54.029, 3.7123725420817935, 0.008223703549743803
55.018, 1.9919071557616526, 0.00602826484354923
55.018, 1.6864930549246913, 0.011860217986976292
56.043, 0.6299713660762059, 0.000745962953884487
56.043, 0.4941182710550826, 0.0009324536923556086
57.032, 0.6582315337121789, 0.0009241280462829754
57.032, 0.7934036608384586, 0.005561469424791871
58.021, 1.8087267920489603, 0.006609248610286558
58.021, 2.330007715551065, 0.0076238504681712
59.047, 4.434538994562502, 0.01797118871871839
59.047, 4.457351419039732, 0.0048331933199494475
60.036, 5.822351564251976, 0.0027966702853341584
60.036, 5.803624947143797, 0.0066048620374198844
61.025, 6.156706800619751, 0.0032917361626675057
61.025, 6.052518712708817, 0.002981260541218162
62.051, 5.15364109151642, 0.0011120159157213085
62.051, 4.753912937243737, 0.0033957477637954377
63.04, 3.2537406649052176, 0.003169733048561036
63.04, 2.8465218637892704, 0.003953134468656418
64.029, 1.3749502430341471, 0.0011729000720263148
64.029, 1.1195872824681237, 0.0012678932194247704
65.018, 0.4924158513179755, 0.0008791257720094471
65.018, 0.4890110118437612, 1.0134903240813529e-17
66.043, 1.0314019400859915, 0.005581237127013486
66.08, 1.2741669945974254, 0.0011529626410160595
67.032, 2.4886732350494185, 0.0021898880047351585
67.032, 2.9452622085414664, 0.00742431994280525
68.021, 4.765148907508645, 0.0012260574330987912
68.021, 4.904066358056559, 0.0018451172461020095
69.047, 5.944925785323662, 0.0019697126332320846
69.047, 6.162835511673335, 0.002581098893950817
70.036, 6.067500006395354, 0.0013390444822281504
70.036, 5.917006101635112, 0.002076672975314271
71.062, 4.79204713935493, 0.006808543907341164
71.062, 4.50161433220451, 0.005075000517176041
72.087, 3.0191472251318996, 0.0008546079254515335
72.087, 2.401168860562129, 0.006136272698722774
73.076, 1.2043677853760428, 0.004477935660716493
73.076, 0.9234685287534196, 0.004049707921602573
74.029, 0.5414455397466514, 0.0006339466097123852
74.065, 0.5516600581692939, 0.0006339466097121648
75.054, 1.2898292561788058, 0.0021854720131374954
75.054, 1.4100200896185455, 0.0028111412642886735
76.08, 3.0743056246141602, 0.0022249004242627106
76.08, 3.2101587196352845, 0.0031427977873351946
77.069, 4.67594211328425, 0.006059275134340097
77.069, 4.903044906214299, 0.0016493861503598243
78.058, 5.898619968474353, 0.002575103301895615
78.058, 6.131170504563146, 0.0018325080967034474
79.084, 6.037537419022274, 0.0016257885658037844
79.084, 5.861166734258009, 0.005382088105043135
80.073, 4.874784738578323, 0.0048745918774774875
80.073, 4.433517542720239, 0.0013690108284092862
81.062, 2.984758346442342, 0.0012117912500597173
81.062, 2.7848942693060037, 0.008729723342665927
82.087, 1.4083176698814386, 0.003336047747163853
82.087, 1.2132203680089977, 0.0013914092202302957
83.076, 0.6129471687051372, 0.0013390444822278132
83.076, 0.5949015194918054, 0.0008986884435368635
84.065, 1.0531929127209587, 0.0017811791080518218
84.065, 1.2806361895984277, 0.0017855128835769553
85.054, 2.349415300554082, 0.0019697126332323765
85.054, 2.7675295879875144, 0.0015921644900810659
86.08, 4.2370583050581105, 0.0021498175493759814
86.08, 4.705904700657326, 0.007028884066014259
87.069, 5.724632671342043, 0.00287636733169337
87.069, 5.7648097771377635, 0.002536548279466842
88.058, 6.134234860089938, 0.0017582515440188943
88.058, 6.096100657978749, 0.0012678932194247709
89.084, 5.501956169728473, 0.005441000240941992
89.084, 5.09133252913831, 0.003182508149566497
90.073, 3.924494041325301, 0.0030198961988002946
90.073, 3.6163560689089684, 0.001451223375364711
91.062, 2.2186694647442793, 0.0023259481638842495
91.062, 2.033786681294479, 0.005398218812545782
92.087, 1.0375306511395743, 0.001607863116521684
92.087, 0.8179185050527973, 0.0007459629538844863
93.076, 0.6990896074027422, 0.002024853960801305
93.076, 0.7276902589861358, 0.0008986884435368638
94.065, 1.5016102714748927, 0.005691957501301002
94.065, 1.718158062034877, 0.0062101384797959
95.054, 2.9456026924888854, 0.0033963167087208888
95.091, 3.327285197548234, 0.009627129675633537
96.08, 4.629636296434942, 0.00794843470411148
96.117, 4.79919730225078, 0.0067666990828453375
97.069, 5.7631073574006555, 0.001471058783472244
97.069, 5.9418614297968695, 0.003763336073774905
98.058, 6.013703542702778, 0.0014229893753250455
98.095, 6.021194189546046, 0.0020200772285974317
99.12, 5.418878086557658, 0.004238535130134972
99.12, 5.0627318775549135, 0.0028357768582751067
100.1, 3.973523729753978, 0.009663187967859014
99.12, 4.6861566317068855, 0.0011137520852649257
