V ,A_mean
10.0, 0.522020930546265
10.0, 0.5180032199666917
10.0, 0.5167264051638633
10.989, 0.5115340249656883
10.989, 0.5109211538603299
10.989, 0.5120958234789356
10.989, 0.5119255815052232
12.014, 0.48872160048845964
12.014, 0.48717239852769045
12.014, 0.48541890619847
12.014, 0.48363136547450525
13.003, 0.46587512761648286
13.003, 0.46439402244519934
13.003, 0.46301506245814233
13.003, 0.46275969949757634
13.992, 0.45200040675906333
13.992, 0.4533623425487471
13.992, 0.4558308511675498
13.992, 0.4572608837467183
14.981, 0.4493446319691786
14.981, 0.4502128660351026
14.981, 0.45005964825876277
14.981, 0.4500936966535051
16.007, 0.4484593737058837
16.007, 0.4483912769163996
16.007, 0.4486466398769653
16.007, 0.44861259148222327
16.996, 0.4496170191271156
16.996, 0.44982130949556814
16.996, 0.4503150112193286
16.996, 0.44999155146927833
17.985, 0.4563075286939396
17.985, 0.4575332709046557
17.985, 0.4574141015230583
17.985, 0.4570565933782659
19.01, 0.462214925181701
19.01, 0.4662837083533895
19.01, 0.467151942419315
20.0, 0.48000521143446534
20.0, 0.4810096390793595
20.0, 0.4806691551319386
20.0, 0.48226942968482006
20.989, 0.49142844787045786
20.989, 0.493811835502406
20.989, 0.4919732221863322
20.989, 0.49030485084396813
22.014, 0.4954631826473978
22.014, 0.49355647254183943
22.014, 0.4910539155282943
22.014, 0.4918540528047344
23.003, 0.48790443901464753
23.003, 0.48707025334346454
23.003, 0.4873426405014022
23.003, 0.4852656884221301
23.992, 0.46938211227492505
23.992, 0.46796910389312657
24.029, 0.46847982981425884
24.029, 0.4686841201827115
24.981, 0.4585547227469192
25.018, 0.4582482871942398
24.981, 0.4585547227469192
24.981, 0.46046143285247937
26.007, 0.45567763339121076
26.043, 0.4533793667461185
26.007, 0.4521536245354024
26.043, 0.4516428986142709
27.032, 0.44871473666644957
27.032, 0.44902117221912863
27.032, 0.44920843839021024
26.996, 0.44931058357443654
27.985, 0.4506384709693788
27.985, 0.45273244724601863
27.985, 0.45331126995663407
29.047, 0.45816316620738445
29.047, 0.45829935978635306
29.047, 0.4584696017600637
29.047, 0.4583844807732083
30.036, 0.46802017648523986
30.036, 0.4687692411695669
30.036, 0.469977959182912
30.036, 0.4711356046041443
31.025, 0.48499330126419216
31.025, 0.4871894227250621
31.025, 0.4880065841988745
31.025, 0.4885683827121197
32.051, 0.48941959258067325
32.051, 0.4894366167780442
32.051, 0.4891131570279943
32.051, 0.48906208443588106
33.04, 0.4888748182647993
33.04, 0.4874958582777414
33.04, 0.48727454371191775
33.04, 0.48589558372486036
34.029, 0.47370625840717306
34.029, 0.4691097251169882
34.029, 0.4685309024063721
34.029, 0.4685309024063719
35.018, 0.45857174694429
35.018, 0.4583334081810952
35.018, 0.45831638398372404
35.018, 0.4579759000363029
36.043, 0.4499745272719076
36.043, 0.4494808255481467
36.043, 0.44965106752185763
36.043, 0.4496340433244867
37.032, 0.44971916431134173
37.032, 0.4501277450482473
37.032, 0.450672519364121
38.021, 0.45775458547047915
38.021, 0.45836745657583716
38.021, 0.45872496472062996
38.021, 0.45867389212851656
39.047, 0.4680201764852397
39.047, 0.4691437735117305
39.047, 0.4704546367093018
39.047, 0.4711185804067733
40.036, 0.48487413188259454
40.036, 0.48839814073840876
40.036, 0.48877267308057265
40.036, 0.4889599392516546
41.025, 0.4912071333046338
41.025, 0.4898962701070627
41.025, 0.48967495554123885
41.025, 0.4898111491202073
42.051, 0.4870362049487221
42.051, 0.47985199365812575
42.051, 0.479205074158025
42.051, 0.4810947600662146
43.04, 0.4706759512751256
43.04, 0.4691437735117302
43.04, 0.4693991364722961
43.04, 0.46749242636673655
44.029, 0.45751624670728464
44.029, 0.45400926204884745
44.029, 0.45228981811437124
44.029, 0.45322614896977875
45.018, 0.4493105835744366
45.018, 0.4495148739428892
45.018, 0.44966809171922867
46.043, 0.4524600600880814
46.043, 0.4543156976015264
46.043, 0.4557116817859527
46.043, 0.45635860128605304
47.032, 0.46003582791820274
47.032, 0.46556869206380425
47.032, 0.46767969253781827
47.032, 0.4687862653669382
48.021, 0.48313766375074557
48.021, 0.48892589085691246
