V ,A_mean
10.0, 0.4420242270996141
10.0, 0.4410027752573499
10.0, 0.43895987157282124
10.0, 0.43895987157282124
10.0, 0.44304567894187846
10.989, 0.4471314863109357
10.989, 0.4481529381532
10.989, 0.4481529381532
10.989, 0.4481529381532
10.989, 0.4481529381532
12.014, 0.4583674565758394
12.014, 0.4583674565758394
12.014, 0.4583674565758394
12.014, 0.4665390713139509
12.014, 0.46347471578715904
13.003, 0.47879649342112185
13.003, 0.47879649342112185
13.003, 0.4808393971056497
13.003, 0.4849252044747055
13.003, 0.4859466563169694
13.992, 0.5094400486890437
13.992, 0.519654567111683
13.992, 0.519654567111683
13.992, 0.519654567111683
13.992, 0.519654567111683
14.981, 0.5186331152694191
14.981, 0.519654567111683
14.981, 0.519654567111683
14.981, 0.5094400486890437
14.981, 0.5094400486890437
16.007, 0.4798179452633858
16.007, 0.4767535897365932
16.007, 0.4757321378943289
16.007, 0.4798179452633858
16.007, 0.48186084894791364
16.996, 0.45734600473357545
16.996, 0.4583674565758394
16.996, 0.4583674565758394
16.996, 0.4593889084181033
16.996, 0.4593889084181033
17.985, 0.4481529381532
17.985, 0.4471314863109357
17.985, 0.4471314863109357
17.985, 0.4471314863109357
17.985, 0.4481529381532
19.01, 0.436916967888293
19.01, 0.4379384197305569
19.01, 0.43895987157282124
19.01, 0.4379384197305569
19.01, 0.4379384197305569
20.0, 0.43895987157282124
20.0, 0.4379384197305569
20.0, 0.4379384197305569
20.0, 0.4379384197305569
20.0, 0.4410027752573498
20.989, 0.4481529381532
20.989, 0.4471314863109357
20.989, 0.44611003446867137
20.989, 0.4481529381532
20.989, 0.4481529381532
22.014, 0.44917438999546394
22.014, 0.45734600473357545
22.014, 0.45428164920678366
22.014, 0.4583674565758394
22.014, 0.4583674565758394
23.003, 0.4808393971056497
23.003, 0.4859466563169694
23.003, 0.48696810815923336
23.003, 0.4890110118437612
23.003, 0.4890110118437612
24.029, 0.519654567111683
24.029, 0.5237403744807402
24.029, 0.519654567111683
24.029, 0.5237403744807402
24.029, 0.519654567111683
24.981, 0.519654567111683
24.981, 0.519654567111683
25.018, 0.5094400486890437
25.018, 0.5043327894777239
24.981, 0.500246982108668
26.007, 0.47777504157885753
26.043, 0.4665390713139509
26.043, 0.4706248786830074
26.043, 0.4675605231562148
26.007, 0.4583674565758394
27.032, 0.4481529381532
27.032, 0.4481529381532
27.032, 0.4481529381532
27.032, 0.4481529381532
27.032, 0.4481529381532
27.985, 0.4410027752573498
27.985, 0.4430456789418784
27.985, 0.4379384197305569
28.021, 0.4430456789418784
28.021, 0.4440671307841428
29.047, 0.43895987157282124
29.047, 0.436916967888293
29.047, 0.4379384197305569
29.047, 0.4379384197305569
29.047, 0.43895987157282124
30.036, 0.43895987157282124
30.036, 0.4430456789418784
30.036, 0.4410027752573499
30.036, 0.44202422709961414
30.036, 0.4379384197305569
31.025, 0.4481529381532
31.025, 0.4481529381532
31.025, 0.4481529381532
31.025, 0.4481529381532
31.025, 0.4481529381532
32.051, 0.46551761947168696
32.051, 0.46858197499847876
32.051, 0.46858197499847876
32.051, 0.4696034268407431
32.051, 0.46858197499847876
33.04, 0.4890110118437612
33.04, 0.49922553026640404
33.04, 0.5094400486890437
33.04, 0.5084185968467797
33.04, 0.5094400486890437
34.029, 0.5206760189539473
34.029, 0.5298690855343259
34.029, 0.5288476336920616
34.029, 0.519654567111683
34.029, 0.5104615005313076
35.018, 0.4839037526324415
35.018, 0.47879649342112185
35.018, 0.47879649342112185
35.018, 0.4716463305252717
35.018, 0.47879649342112185
36.043, 0.4583674565758394
36.043, 0.4532601973645197
36.043, 0.4553031010490476
36.043, 0.4501958418377279
36.043, 0.4501958418377279
37.032, 0.44304567894187846
37.032, 0.4379384197305569
37.032, 0.4440671307841428
37.032, 0.4420242270996141
38.021, 0.4379384197305569
38.021, 0.4379384197305569
38.021, 0.4379384197305569
38.021, 0.4379384197305569
38.021, 0.4379384197305569
39.047, 0.4379384197305573
39.047, 0.4399813234150855
39.047, 0.43998132341508556
39.047, 0.43998132341508556
39.047, 0.4410027752573499
40.036, 0.4481529381532
40.036, 0.4481529381532
40.036, 0.44917438999546394
40.036, 0.4501958418377279
40.036, 0.45530310104904753
41.025, 0.46858197499847876
41.025, 0.47471068605206457
41.025, 0.4696034268407431
41.025, 0.472667782367536
41.025, 0.47062487868300734
42.051, 0.504332789477724
42.051, 0.5094400486890437
42.051, 0.5094400486890437
42.051, 0.5135258560580994
42.051, 0.5094400486890437
43.04, 0.519654567111683
43.04, 0.5145473079003634
43.04, 0.5145473079003633
43.04, 0.5176116634271551
43.04, 0.5135258560580994
44.029, 0.4747106860520646
44.029, 0.472667782367536
44.029, 0.4696034268407431
44.029, 0.4706248786830074
44.029, 0.4675605231562148
45.018, 0.4481529381532
45.018, 0.4481529381532
45.018, 0.4481529381532
45.018, 0.4481529381532
45.018, 0.4481529381532
46.043, 0.43895987157282124
46.043, 0.4379384197305569
46.043, 0.4379384197305569
46.043, 0.4379384197305569
46.043, 0.43895987157282124
47.032, 0.4379384197305569
47.032, 0.4379384197305569
47.032, 0.4379384197305569
47.032, 0.43895987157282124
47.032, 0.4379384197305569
48.021, 0.4440671307841428
48.021, 0.44508858262640705
48.021, 0.4481529381532
48.021, 0.4481529381532
48.021, 0.4471314863109357
49.047, 0.44917438999546394
49.047, 0.4573460047335754
49.047, 0.4583674565758394
49.047, 0.4583674565758394
49.047, 0.45734600473357545
50.036, 0.4767535897365932
50.036, 0.47777504157885753
