V ,A_mean
10.0, 0.4890110118437612
10.0, 0.47879649342112185
10.0, 0.47879649342112185
10.989, 0.49411827105508266
10.989, 0.5094400486890437
10.989, 0.4982040784241398
10.989, 0.5053542413199879
12.014, 0.5033113376354599
12.014, 0.5094400486890437
12.014, 0.49922553026640404
12.014, 0.49411827105508266
13.003, 0.4798179452633858
13.003, 0.47368923420980025
13.003, 0.4798179452633858
13.003, 0.4624532639448951
13.992, 0.45734600473357545
13.992, 0.45734600473357545
13.992, 0.45326019736451967
13.992, 0.4542816492067836
14.981, 0.4481529381532
14.981, 0.44611003446867137
14.981, 0.44202422709961414
14.981, 0.43895987157282124
16.007, 0.4379384197305569
16.007, 0.4379384197305569
16.007, 0.4379384197305569
16.007, 0.4379384197305569
16.996, 0.436916967888293
16.996, 0.436916967888293
16.996, 0.436916967888293
16.996, 0.436916967888293
17.985, 0.43998132341508556
17.985, 0.4471314863109357
17.985, 0.43998132341508556
17.985, 0.4481529381532
19.01, 0.4471314863109357
19.01, 0.4471314863109357
19.01, 0.4481529381532
19.01, 0.44917438999546394
20.0, 0.46041036026036725
20.0, 0.4624532639448951
20.0, 0.4614318121026312
20.0, 0.4604103602603673
20.989, 0.4798179452633858
20.989, 0.47879649342112185
20.989, 0.47879649342112185
20.989, 0.472667782367536
22.014, 0.49616117473961124
22.014, 0.4971826265818755
22.014, 0.49003246368602554
22.014, 0.492075367370554
23.003, 0.5073971450045157
23.003, 0.5084185968467797
23.003, 0.5084185968467797
23.003, 0.5084185968467797
24.029, 0.47879649342112185
24.029, 0.4910539155282898
24.029, 0.47879649342112185
24.029, 0.4920753673705541
24.981, 0.47164633052527166
24.981, 0.4696034268407431
25.018, 0.4583674565758394
24.981, 0.472667782367536
26.007, 0.4542816492067836
26.043, 0.44917438999546394
26.007, 0.4481529381532
26.043, 0.4481529381532
27.032, 0.44508858262640705
27.032, 0.44100277525734977
27.032, 0.4410027752573499
27.032, 0.4430456789418785
28.021, 0.4379384197305569
28.021, 0.43895987157282124
27.985, 0.4379384197305569
28.021, 0.4379384197305569
29.047, 0.4410027752573498
29.047, 0.44611003446867137
29.047, 0.44611003446867137
29.047, 0.44611003446867137
30.036, 0.4481529381532
30.036, 0.44917438999546394
30.036, 0.4481529381532
30.036, 0.4501958418377279
31.025, 0.46041036026036725
31.025, 0.47164633052527166
31.025, 0.47471068605206457
31.025, 0.47164633052527166
32.051, 0.4890110118437612
32.051, 0.500246982108668
32.051, 0.49922553026640404
32.051, 0.5063756931622518
33.04, 0.5094400486890437
33.04, 0.501268433950932
33.04, 0.5084185968467797
33.04, 0.5094400486890437
34.029, 0.4890110118437612
34.029, 0.4890110118437612
34.029, 0.4890110118437612
34.029, 0.4890110118437612
35.018, 0.4675605231562148
35.018, 0.46858197499847876
35.018, 0.46245326394489517
35.018, 0.4593889084181033
36.043, 0.44917438999546394
36.043, 0.44917438999546394
36.043, 0.4481529381532
36.043, 0.4481529381532
37.032, 0.4471314863109357
37.032, 0.4410027752573498
37.032, 0.4440671307841428
37.032, 0.4440671307841427
38.021, 0.43895987157282124
38.021, 0.4410027752573499
38.021, 0.43895987157282124
38.021, 0.43895987157282124
39.047, 0.44508858262640705
39.047, 0.4471314863109357
39.047, 0.4471314863109357
39.047, 0.4481529381532
40.036, 0.4481529381532
40.036, 0.4481529381532
40.036, 0.4481529381532
40.036, 0.4481529381532
41.025, 0.4583674565758394
41.025, 0.46041036026036725
41.025, 0.4624532639448951
41.025, 0.46041036026036725
42.051, 0.4890110118437612
42.051, 0.47879649342112185
42.051, 0.47879649342112185
42.051, 0.48798956000149724
43.04, 0.5094400486890437
43.04, 0.5073971450045157
43.04, 0.500246982108668
43.04, 0.5022898857931959
44.029, 0.4930968192128184
