voltaggioEffettivo,media,erroreMedia
5.952471,1.3774698242450654,0.002493681744277967
35.60238,1.377674114613518,2.220446049250313e-16
49.99636,1.384415696772459,0.004838706971337375
49.99684,1.3782869857188764,0.0024258137200945866
49.99683,1.384824277509365,0.004680880385924983
49.99494,1.3876843426677037,0.0014300325791690226
49.99522,1.3878886330361566,0.0
49.99546,1.3874800522992512,0.002001628648297311
49.99561,1.3846199871409124,0.004764829244112072
49.99541,1.3878886330361566,0.0
49.99555,1.387480052299251,0.002001628648297311
49.99577,1.3956516670373638,0.004362448500214982
49.99575,1.3964688285111753,0.0037447043087425916
49.99598,1.3878886330361566,0.0
49.996,1.389931536720685,0.004085807369057193
49.9959,1.3887057945099677,0.0027711293824430766
49.996,1.3919744404052117,0.005004071620746758
49.99601,1.3938130537212874,0.005041462464141385
49.99611,1.3882972137730623,0.0020016286482987034
49.99622,1.3966731188796269,0.003544305425245424
49.99622,1.3880929234046093,0.0014300325791700174
49.9963,1.3878886330361566,0.0
49.99663,1.3905444078260434,0.004480437566030028
49.99623,1.3978988610903442,0.0014300325791700176
49.99651,1.3878886330361566,0.0
49.99645,1.39034011745759,0.004362448500214982
49.9964,1.3934044729843835,0.005090889748664548
49.9965,1.3978988610903442,0.0014300325791700176
49.99634,1.3899315367206844,0.004085807369057193
49.99631,1.3991246033010616,0.003682896992701082
49.99635,1.398103151458797,0.0
49.9963,1.3962645381427212,0.003924289829143778
49.99645,1.3911572789314015,0.004764829244115386
49.99633,1.3968774092480805,0.003319325598016525
49.99636,1.3878886330361566,0.0
49.99635,1.388910084878421,0.003064355526792895
49.99615,1.3893186656153262,0.0035443054252454246
49.99614,1.389114375246874,0.0033193255980165253
49.99628,1.3878886330361566,0.0
49.99638,1.3895229559837787,0.0037447043087425916
49.99629,1.3915658596683063,0.004902968842868631
49.99625,1.3981031514587976,0.0035384129765731903
49.99628,1.3901358270891382,0.004231326499063574
49.9963,1.3985117321957028,0.0028600651583400344
49.99628,1.3899315367206846,0.004085807369057193
49.99636,1.3960602477742687,0.004085807369057193
49.9964,1.394221634458193,0.004957988774139614
49.99637,1.3889100848784204,0.003064355526792895
49.99639,1.3938130537212872,0.0058106156907738755
49.99646,1.3970816996165327,0.003064355526792895
49.99635,1.3983074418272499,0.0024936817442785613
49.99645,1.394017344089742,0.005004071620746758
49.99643,1.3913615692998549,0.004838706971340741
49.99655,1.3885015041415152,0.002425813720096274
49.99659,1.389114375246873,0.003319325598016525
49.99676,1.3974902803534388,0.002425813720096274
49.99662,1.3878886330361566,0.0
49.9965,1.3878886330361566,0.0
49.9966,1.3885015041415147,0.002425813720096274
49.99657,1.389727246352231,0.003924289829143778
49.99667,1.3934044729843813,0.005090889748664549
49.99642,1.3923830211421195,0.005070353603038429
49.99644,1.3970816996165334,0.003064355526792895
49.99659,1.3983074418272499,0.0014300325791700174
49.99666,1.3936087633528356,0.005070353603038428
49.99673,1.3929958922474759,0.005107259211321491
49.99678,1.3932001826159288,0.005103171768320719
49.99652,1.3978988610903442,0.0014300325791700176
49.99675,1.3913615692998553,0.004838706971340741
49.99654,1.3923830211421189,0.005070353603038429
49.99651,1.3919744404052123,0.005004071620746758
49.99673,1.398103151458797,0.0
49.99678,1.3946302151951007,0.0052522890837007445
49.9965,1.3917701500367607,0.004957988774139614
49.99652,1.3974902803534384,0.003171439368625521
49.99653,1.3880929234046095,0.002493681744277967
49.9966,1.3962645381427226,0.003924289829143778
49.99645,1.396673118879628,0.0035443054252454246
49.99633,1.3878886330361566,0.0
49.99661,1.3917701500367612,0.004957988774139614
49.99652,1.3954473766689097,0.004480437566030029
49.99639,1.3882972137730623,0.0020016286482987034
49.99662,1.3905444078260436,0.004480437566030028
49.99657,1.3948345055635525,0.004764829244115386
49.99665,1.3976945707218913,0.0020016286482987034
49.99649,1.3878886330361566,0.0
49.99654,1.389931536720684,0.004085807369057193
49.9965,1.3983074418272499,0.0014300325791700176
49.99649,1.3942216344581932,0.004957988774139614
49.99645,1.3981031514587972,0.0020429036845285966
49.99667,1.3991246033010618,0.004211553837137451
49.99656,1.3960602477742692,0.004085807369057193
49.99666,1.3880929234046095,0.0014300325791700176
49.99662,1.394834505563552,0.004764829244115386
49.99662,1.397081699616533,0.003064355526792895
49.99643,1.3880929234046095,0.002493681744277967
49.99648,1.3909529885629495,0.00468088038592824
49.99653,1.3944259248266464,0.004902968842868631
49.99662,1.392383021142118,0.005070353603038428
49.99659,1.3889100848784204,0.0030643555267928944
49.99673,1.3905444078260438,0.004480437566030028
49.99665,1.3882972137730623,0.0020016286482987034
49.99676,1.3946302151950998,0.004838706971340741
49.99657,1.3903401174575911,0.004362448500214982
49.99682,1.398103151458797,0.0
49.99134,1.3944259248266455,0.004902968842868631
49.99664,1.3950387959320056,0.00468088038592824
49.99667,1.391974440405212,0.005004071620746758
49.99669,1.3964688285111753,0.0037447043087425916
49.99114,1.3974902803534384,0.002425813720096274
49.99679,1.3978988610903442,0.0014300325791700176
49.99666,1.3880929234046095,0.0014300325791700176
49.99131,1.3968774092480805,0.003319325598016525
49.99316,1.3880929234046095,0.0014300325791700176
49.99346,1.3897272463522314,0.003924289829143778
49.99334,1.3981031514587972,0.004085807369057193
49.99353,1.3913615692998553,0.004838706971340741
49.99373,1.3897272463522312,0.003924289829143778
49.99372,1.3919744404052123,0.005004071620746758
49.99395,1.3942216344581928,0.004957988774139614
49.99376,1.3891143752468729,0.003319325598016525
49.99355,1.3978988610903442,0.0014300325791700176
49.99366,1.3889100848784204,0.003064355526792895
49.99358,1.3919744404052117,0.0054050151017202164
49.99376,1.3960602477742683,0.004085807369057193
49.99369,1.3909529885629486,0.00468088038592824
49.99361,1.3915658596683065,0.004902968842868631
49.99377,1.3989203129326087,0.0027711293824430766
49.99376,1.392791601879024,0.005103171768320719
49.99377,1.3911572789314015,0.004764829244115386
49.99367,1.3964688285111753,0.0037447043087425916
49.9938,1.388297213773062,0.0020016286482987034
49.99393,1.3940173440897419,0.005004071620746758
49.99385,1.388910084878421,0.0030643555267928944
49.994,1.389114375246873,0.003319325598016525
49.99375,1.3901358270891369,0.004231326499063575
49.99379,1.3929958922474772,0.005107259211321491
49.99414,1.394425924826647,0.004902968842868631
49.9941,1.3964688285111746,0.003744704308742591
49.99375,1.3981031514587972,0.0020429036845285966
49.99399,1.3972859899849857,0.0027711293824430766
49.99393,1.3878886330361566,0.0
49.99395,1.3880929234046093,0.0014300325791700174
49.9939,1.3974902803534386,0.003171439368625521
49.99401,1.3974902803534386,0.003171439368625521
49.99408,1.3917701500367603,0.004957988774139614
49.99382,1.392995892247477,0.005107259211321491
49.99389,1.3921787307736664,0.005041462464141386
49.99388,1.3981031514587972,0.0035384129765731903
49.99378,1.3938130537212874,0.005041462464141386
49.99387,1.3899315367206853,0.004085807369057193
49.99401,1.398103151458797,0.0
49.99398,1.3942216344581928,0.0057383415385471315
49.99403,1.3976945707218917,0.006115076529347299
49.99415,1.3948345055635525,0.004764829244115386
49.99406,1.388501504141515,0.002425813720096274
49.99421,1.3966731188796278,0.0035443054252454246
49.99422,1.3909529885629484,0.00468088038592824
49.99414,1.388501504141515,0.002425813720096274
49.994,1.394834505563553,0.005184308361762224
49.99408,1.398103151458797,0.0
49.99401,1.3880929234046095,0.0014300325791700176
49.99413,1.3985117321957028,0.002001628648298703
49.99417,1.3899315367206853,0.004085807369057193
49.99408,1.3938130537212883,0.005041462464141386
49.99419,1.3974902803534384,0.002425813720096274
49.99417,1.388501504141515,0.002425813720096274
49.99421,1.3927916018790243,0.005103171768320718
49.99424,1.3978988610903442,0.0024936817442785613
49.99401,1.3946302151950987,0.004838706971340741
49.99389,1.3880929234046095,0.0014300325791700176
49.99415,1.3878886330361566,0.0
49.99414,1.3891143752468738,0.003319325598016525
49.99401,1.3987160225641555,0.0024258137200962745
49.99408,1.3889100848784202,0.003064355526792895
49.99424,1.395855957405816,0.004231326499063575
49.99434,1.3942216344581937,0.004957988774139614
49.99435,1.396673118879628,0.0035443054252454246
49.99418,1.3913615692998536,0.004838706971340741
49.99431,1.3978988610903442,0.0024936817442785613
49.99419,1.388501504141515,0.002425813720096274
49.99421,1.39830744182725,0.0024936817442785613
49.99432,1.3880929234046093,0.0014300325791700174
49.99427,1.3878886330361566,0.0
49.99424,1.396673118879628,0.0035443054252454246
49.99416,1.3899315367206855,0.004085807369057193
49.99424,1.3987160225641557,0.0024258137200962745
49.99423,1.3974902803534388,0.002425813720096274
49.99434,1.3878886330361566,0.0
49.99421,1.3903401174575907,0.004362448500214982
49.99414,1.3938130537212892,0.005041462464141386
49.99401,1.3985117321957028,0.0020016286482987034
49.99412,1.3974902803534384,0.002425813720096274
49.99417,1.3960602477742687,0.004085807369057193
49.99405,1.3913615692998549,0.004838706971340741
49.99428,1.3976945707218915,0.004065327002649557
49.99446,1.3927916018790245,0.005103171768320718
49.99438,1.3966731188796275,0.005408874448946491
49.99432,1.395243086300458,0.004586307397010475
49.99437,1.3878886330361566,0.0
49.99458,1.3878886330361566,0.0
49.99448,1.398103151458797,0.0
49.99438,1.3940173440897412,0.005004071620746758
49.99429,1.3907486981944952,0.004586307397010474
49.99441,1.3901358270891384,0.004231326499063574
49.99435,1.3901358270891377,0.004231326499063575
49.99447,1.3899315367206853,0.004085807369057193
49.99442,1.391157278931402,0.004764829244115386
49.99443,1.3932001826159301,0.005103171768320718
49.99443,1.3901358270891373,0.004231326499063575
49.99458,1.3878886330361566,0.0
49.99422,1.393813053721289,0.005041462464141385
49.99441,1.3880929234046093,0.0014300325791700176
49.99446,1.3927916018790232,0.005103171768320718
49.99457,1.3925873115105702,0.005485491217504437
49.99436,1.3882972137730623,0.002001628648298703
49.99439,1.3889100848784202,0.003064355526792895
49.99432,1.3878886330361566,0.0
49.99434,1.3917701500367594,0.004957988774139614
49.99443,1.3878886330361566,0.0
49.99453,1.3915658596683065,0.004902968842868631
49.99439,1.3885015041415152,0.002425813720096274
49.99436,1.391770150036761,0.004957988774139614
49.99457,1.3936087633528345,0.005070353603038429
49.99448,1.398103151458797,0.0020429036845285966
49.99456,1.395855957405816,0.004231326499063575
49.99447,1.3956516670373627,0.004362448500214982
49.99461,1.3889100848784206,0.003064355526792895
49.99441,1.3968774092480807,0.003319325598016525
49.99463,1.391770150036759,0.004957988774139614
49.99451,1.3960602477742694,0.004085807369057192
49.99442,1.398103151458797,0.0020429036845285966
49.99467,1.3897272463522312,0.003924289829143778
49.99469,1.391361569299855,0.004838706971340741
49.99443,1.3936087633528347,0.005070353603038428
49.99463,1.390135827089138,0.004231326499063574
49.99455,1.3944259248266468,0.004902968842868631
49.99476,1.3954473766689106,0.004480437566030028
49.99474,1.3974902803534384,0.002425813720096274
49.9945,1.3932001826159293,0.005103171768320719
49.99466,1.3882972137730623,0.0020016286482987034
49.99463,1.3880929234046093,0.0014300325791700174
49.99467,1.3966731188796273,0.0035443054252454246
49.99469,1.3934044729843824,0.005090889748664549
49.99474,1.3915658596683076,0.004902968842868631
49.99465,1.398103151458797,0.0
49.99474,1.3899315367206837,0.004085807369057193
49.9948,1.3952430863004588,0.005020724151368357
49.99456,1.3989203129326087,0.0027711293824430766
49.99461,1.3880929234046093,0.0014300325791700174
49.99454,1.3974902803534384,0.0024258137200962745
49.99462,1.3972859899849859,0.0057201303166800705
49.99472,1.3921787307736653,0.005041462464141386
49.99478,1.3958559574058165,0.004231326499063575
49.99474,1.3880929234046093,0.0014300325791700174
49.99472,1.3878886330361566,0.0
49.99472,1.3985117321957028,0.0020016286482987034
49.99457,1.3974902803534384,0.0037724638014338006
49.99469,1.3878886330361566,0.0
49.99472,1.3958559574058156,0.004698678474415771
49.99459,1.3878886330361566,0.0
49.99468,1.3934044729843833,0.005090889748664548
49.99476,1.391974440405214,0.005004071620746759
49.99462,1.3899315367206841,0.004085807369057193
49.99454,1.3895229559837785,0.0037447043087425916
49.99443,1.3978988610903442,0.0014300325791700176
49.99465,1.3887057945099675,0.0027711293824430766
49.99474,1.3915658596683065,0.004902968842868631
49.99473,1.3915658596683071,0.004902968842868631
49.99484,1.3878886330361566,0.0
49.9947,1.391565859668307,0.004902968842868631
49.99464,1.3878886330361566,0.0
49.99477,1.3974902803534384,0.002425813720096274
49.99487,1.388297213773062,0.0020016286482987034
49.99493,1.3878886330361566,0.0
49.99509,1.3934044729843824,0.005090889748664549
49.99488,1.3954473766689104,0.004480437566030028
49.99481,1.392383021142119,0.005070353603038429
49.99477,1.3915658596683074,0.004902968842868631
49.9949,1.3878886330361566,0.0
49.99489,1.398103151458797,0.0
49.99482,1.3946302151951007,0.004838706971340741
49.9948,1.3958559574058156,0.004231326499063574
49.99475,1.3913615692998544,0.004838706971340741
49.9948,1.395855957405816,0.004231326499063575
49.99482,1.3970816996165332,0.003682896992701082
49.9948,1.39687740924808,0.0033193255980165253
49.99477,1.3972859899849859,0.0027711293824430766
