voltaggioEffettivo,media
-5.130496e-06,1.493098172789358
0.1999879,1.6657235341319876
0.399981,1.584007386750862
0.5999894,1.6197582012301042
0.7999684,1.6555090157093442
0.9999512,1.63610143070633
1.199959,1.5942219051735025
1.399939,1.5359991501644494
1.600002,0.8025967274188353
1.799933,1.2019843977440927
1.999915,0.6452931437101668
2.199582,0.932321111386375
2.399843,1.267357315648996
2.599577,0.5645984481713044
2.799482,2.3031094837047767
2.999793,1.0385521029818399
3.199788,2.4982067855772176
3.399656,2.293916417124401
3.59989,2.7882991087802167
3.799797,2.997696736444355
3.999863,3.0395762619771824
4.199567,3.0140399659205808
4.399679,3.0293617435545412
4.599809,2.8863584856375692
4.799694,2.8649079969500235
4.999591,2.807706693783237
5.199681,2.1437629963115796
5.399507,2.215264625270066
5.599814,2.0794115302489433
5.79957,2.180535262633087
5.999646,1.9067861689063121
6.199609,1.6636806304474592
6.399861,1.3245586188157839
6.599508,1.206070205113149
6.799562,1.0099514513984444
6.999746,0.6647007287131845
7.199396,0.8955488450648703
7.399762,0.5605126408022477
7.599626,0.4583674565758393
7.79881,0.4798179452633858
7.999667,0.3960588941977314
8.199824,0.5196545671116841
8.399421,0.4297668049924454
8.599647,0.4072948644626351
8.799647,0.4277239013079164
8.999781,0.4379384197305569
9.199481,0.39810179788225963
9.399659,0.41342357551621867
9.599563,0.626907010549413
9.799767,0.6442716918679029
9.999424,0.7249663874067657
10.19958,1.138654383523719
10.39955,1.2540784416995605
10.5997,1.2642929601222037
10.79939,1.389931536720684
10.99953,1.470626232259549
11.19951,1.4992268838429426
11.39967,1.5645998017478435
11.59939,1.6933027338731201
11.7995,1.7178175780874578
11.99947,1.7290535483523606
12.1997,1.6565304675516086
12.39924,1.6616377267629325
12.59949,1.6749166007123661
12.79949,1.6912598301885904
12.99955,1.6003506162270866
13.19927,1.6544875638670802
13.39949,1.5758357720127483
13.59927,1.5666427054323717
13.79961,1.4573473583101135
13.99909,1.5278275354263355
14.19935,1.4379397733070967
14.39939,0.9599003111275053
14.59955,1.4185321883040793
14.79955,1.2847219969674846
14.99934,1.0365091992973121
15.19924,0.9486643408626009
15.39951,0.8955488450648702
15.59939,1.0181230661365577
15.79926,0.6115852329154521
15.99933,0.695344283981107
16.19945,0.527826181849797
16.39915,0.5298690855343259
16.59925,0.5084185968467797
16.79922,0.5257832781652687
16.99939,0.5840060331743213
17.19935,0.6647007287131841
17.39925,0.7505026834633681
17.59903,0.8332402826867585
17.79941,0.8271115716331742
17.99947,1.05591678430033
18.19916,1.193812783005981
18.39912,1.134568576154664
18.59939,1.500248335685207
18.79912,1.5339562464799212
18.99917,1.660616274920666
19.19899,1.6677664378165162
19.39928,1.7719545257274532
19.59932,1.8036195328376394
19.79923,1.7556112962512247
19.99891,1.7719545257274536
20.19931,1.6830882154504785
20.39903,1.6422301417599137
20.59909,1.491055269104829
20.79917,1.4246608993576642
20.99925,1.5697070609591648
21.19631,1.5983077125425593
21.39798,1.4011675069855913
21.59537,1.0569382361425939
21.80029,1.0068870958716531
21.99553,1.1580619685267373
22.20039,0.6667436323977128
22.3946,0.8107683421569486
22.59978,0.5788987739630006
22.79765,0.707601706088276
22.99978,0.5227189226384763
23.19658,0.5165902115848916
23.39756,0.5278261818497972
23.59654,0.6023921663350766
23.79749,0.642228788183374
23.99523,0.9762435406037306
