voltaggioEffettivo,media
-1.719687e-06,2.211434180861575
0.492241,2.2293095881011977
0.9999608,2.266337217383267
1.499916,2.8191980270087074
1.999918,2.9826303217709587
2.499854,3.970884979161462
2.999842,4.793153712184049
3.4998,2.7374818796275795
3.999915,3.5508129090303564
4.499724,4.431815122983131
4.99962,2.566388696048344
5.499656,2.254845884157799
5.999407,2.3059184762710023
6.499789,2.1718529219738407
6.999822,2.9570940257143565
7.499745,3.220117875097359
7.999849,4.6450431950557585
8.499709,4.788046452972728
8.999842,4.738250675662357
9.499436,3.5942246123265775
9.99961,3.5074012057341335
10.49952,4.015573497260515
10.99965,4.181559421628428
11.49955,2.38125054963798
11.99964,2.0939672190012084
12.49964,2.62256854737287
12.99965,2.4208318085257137
13.49957,4.0474938673312675
13.9994,2.0020365531974367
14.49937,2.4323231417511844
14.99944,2.562558251639855
15.49932,2.571495955259665
15.99952,2.8191980270087047
16.49943,3.1805366162096256
16.99947,3.232886023125661
17.4995,2.7349282500219214
17.99958,2.3684824016096755
18.49946,2.104181737423845
18.99928,2.048001886099323
19.49919,2.2650604025804375
19.99933,1.9190435910134838
20.49916,2.1846210700021444
20.99935,3.1550003201530217
21.49727,3.3567370590001815
21.99723,3.3069412816898076
22.49756,3.0337029138841647
22.99804,3.2941731336615057
23.49824,2.565111881245514
23.99724,2.1220571446634686
24.49504,1.9177667762106534
24.99766,2.092690404198379
25.49534,3.0119970622360537
25.99839,3.0400869878983148
26.49538,3.599331871537899
26.99891,3.6593421672709168
27.49591,3.5661346866643173
27.99921,3.0911595800115172
28.49645,2.49105662268137
28.99657,2.2752749210030796
29.49688,1.949687146281403
29.99672,1.8896768505483914
30.49762,2.179513810790823
30.99672,2.480842104258727
31.4976,3.059239209940767
31.99776,3.6708335004963857
32.49758,3.889168831780337
32.99805,3.772978684722796
33.49494,3.764040981102985
33.99847,2.5676655108511746
34.49498,1.653466112024816
34.99803,1.847541962054997
35.49546,1.9445798870700841
35.99889,2.1501470703257315
36.49616,1.8615869248861259
36.99921,1.9892684051691374
37.49561,2.9851839513766203
37.99972,3.910874683428446
38.49615,4.002805349232212
38.99674,3.987483571598254
39.49678,3.107758172448312
39.99723,2.0211887752398923
40.49722,2.069707737747432
40.99704,0.9793078961305213
41.49796,2.717052842782298
41.99753,2.977523062559638
42.49833,4.256891494995406
42.99852,4.129210014712397
43.49485,3.4818649096775314
43.99857,2.7157760279794685
44.49504,1.8168984067870753
44.99911,1.878185517322919
45.49549,2.179513810790823
45.99892,4.2517842357840845
46.49612,4.413939715743506
46.99949,3.727013351820915
47.49637,3.0924363948143476
47.9968,2.609800399344569
48.49663,1.8271129252097111
48.99744,1.8603101100832937
49.49682,2.0658772933389438
49.9976,2.5459596592030627
50.4974,3.4818649096775305
50.99816,3.9032137946114664
51.49751,4.4318151229831315
51.99744,4.435645567391623
52.49469,3.2558686895766007
52.99805,2.4514753637936355
53.49502,1.784978036716323
53.99895,2.3416692907502465
54.49495,2.6481048434294703
54.99886,2.2471849953408194
55.49524,2.9736926181511496
55.99996,4.024511200880328
56.49624,4.565880677280292
56.99934,3.3529066145916913
57.49637,2.5165929187379703
57.99639,2.431046326948354
58.49656,2.04417144169083
58.99698,1.8449883324493355
59.49663,2.867716989516249
59.99723,3.310771726098298
60.49692,4.393510678898228
60.99783,4.55949660326614
61.49717,4.256891494995405
61.99765,3.973438608767122
62.4948,2.906021433601155
62.9983,2.1361021074945974
63.4949,1.89095366535122
63.99879,2.050555515704982
64.49565,2.7681254348955013
64.99894,3.402702391902065
65.49491,4.623337343407645
65.99952,3.9415182386963696
66.49525,3.0758378023775563
66.99641,2.414447734511562
67.49611,2.0301264788597004
67.9961,1.7913621107304714
68.49646,1.8283897400125442
68.99643,3.2801281708303742
69.49721,3.5329375017907356
69.99757,4.122825940698245
70.49691,4.3832961604755845
70.99754,4.574818380900105
71.49364,3.9479023127105206
71.99784,2.381250549637979
72.49403,2.1590847739455405
72.99792,1.8066838883644323
73.49516,1.878185517322919
73.99829,3.188197505026607
74.49492,3.566134686664318
74.99863,4.18666668083975
75.49539,4.522468973984067
75.99943,4.542898010829353
76.49509,3.751272833074684
76.99706,2.600862695724758
77.49625,2.033956923268189
77.99692,1.8373274436323541
78.49627,2.176960181185163
78.99681,3.391211058676591
79.49694,4.309240901911437
79.99709,4.513531270364254
80.49675,3.669556685693557
80.99799,2.531914696371932
81.49343,2.1463166259172404
81.9976,2.1718529219738407
82.49413,1.9713929979295157
82.99836,1.8168984067870753
83.49461,2.0007597383946063
83.9982,2.39274188286345
84.49499,3.405256021507724
84.99857,4.125379570303906
85.49533,4.5122544555614255
85.99569,4.4254310489689805
86.4959,4.180282606825599
86.99618,3.1371249129134036
87.49512,2.2625067729747803
87.997,1.867970998900276
88.4959,1.9637321091125344
88.99701,2.769402249698331
89.49692,3.257145504379432
89.99693,3.45888224322659
90.49369,4.322009049939741
90.99775,4.600354676956705
91.49384,4.367974382841627
91.99889,3.3592906886058413
92.49362,2.5025479559068398
92.99856,1.9292581094361196
93.49427,1.8756318877172582
93.99924,2.6021395105275875
94.49511,2.8179212122058743
94.99842,3.628698612002994
95.49495,4.371804827250117
95.99556,4.435645567391621
96.49549,4.21220297689635
96.99619,3.1933047642379275
97.49558,2.5855409180907962
97.99658,2.01352788642291
98.49556,1.8373274436323541
98.99738,2.0020365531974367
99.49654,2.6902397319228655
