voltaggioEffettivo,media
-4.623954e-05,0.7264985651701608
0.9999481,0.9997369329758072
2.000009,1.5104628541078498
2.999725,1.6764487784757627
4.0014,1.469604780417285
4.999403,0.9486643408625994
6.001529,0.8465191566361909
6.999647,0.5043327894777239
8.001638,0.6524433066060169
8.99968,1.2321172270908853
10.00136,1.6330370751795371
10.99928,1.6943241857153808
12.00124,1.438961225149363
12.99925,0.7648030092550648
14.00091,0.476242863815461
14.99903,0.7954465645229876
16.00101,1.0635776731173117
16.9991,1.6687878896587804
18.001,1.4517293731776615
18.99863,0.48390375263244145
20.00064,0.4277239013079175
20.99886,0.7367130835928037
21.99135,1.5717499646436934
22.99571,1.1095430060191944
23.996,0.35366864274377097
24.99555,0.6498896770003562
25.99326,0.9844151553418428
26.99624,2.6647034358662633
27.99316,2.8817619523473823
28.99391,2.5089320299209916
29.98982,0.5834953072531901
30.99616,1.9522407758870628
31.99684,1.2014736718229617
32.99701,3.2060729122662295
33.99764,3.287789059647352
34.99721,3.267360022802073
35.99803,0.598817084887151
36.99825,2.644274399020981
37.99881,0.790339305311667
38.99594,0.5298690855343251
39.99614,0.8490727862418517
40.99619,3.065623283954917
41.99677,1.5845181126719954
42.99733,0.58604893685885
43.99757,1.2831898192040896
44.99811,2.685132472711544
45.99788,2.1641920331568585
46.99861,0.5605126408022478
47.99557,1.061024043511651
48.9965,2.248461810143649
49.99661,2.7974921753605955
50.99683,1.9088290725908408
51.99677,0.38686582761735266
52.99718,0.504332789477723
53.9977,1.5411064093757716
54.9979,2.414447734511562
55.99892,2.235693662115347
56.99831,0.4583674565758393
57.99536,0.5911561960701697
58.99601,1.0916675987795728
59.99659,2.3786969200323185
60.99697,0.3740976795890525
61.99671,0.4124021236739557
62.99734,0.979307896130523
63.99796,1.4032104106701198
64.99841,1.0457022658776882
65.99842,0.6217997513380933
66.99554,0.7750175276777052
67.99516,0.3511150131381102
68.99543,0.6013707144928109
69.99638,1.5717499646436934
70.99651,2.0109742568172493
71.9969,0.6422287881833739
72.99701,0.3204714578701875
73.99729,1.6075007791229368
74.99756,1.5896253718833133
75.99866,1.5819644830663364
76.99612,1.7964693699417893
77.99596,1.42874670672672
78.99585,1.5921790014889758
79.99582,1.3393696705286118
80.99691,1.7862548515191534
81.99673,0.5068864190833828
82.99761,0.6575505658173366
83.99706,0.6703187138456368
84.99744,0.5656199000135675
85.99461,1.5002483356852068
86.99507,0.39708034603999476
87.99593,1.1350793020757965
88.99591,0.8771627119041163
89.99588,1.454283002783324
90.99644,1.020165969821086
91.99776,1.2244563382739049
92.99746,1.454283002783324
93.99812,1.3444769297399315
94.99738,1.5155701133191677
95.99444,1.513016483713507
96.99507,0.4072948644626351
97.99553,0.7928929349173277
98.99628,0.9435570816512797
